Concept,Type,Relation,Link,Link Type,Concept ID,Concept Type ID,Relation ID,Link ID,Link Type ID,Wikipedia ID,Wikipedia URL,Wikipedia Title,Wikidata ID,Freebase ID,Freebcase MID
Architecture,nytd_des,sameAs,Architecture|sting,wikipedia_raw_name,154,1,11,71129,1,,,,,,
